matched_db_rowid,final_write_value_by_rowid,component_count,family_count,source_rows,source_value_count,source_values,reason
188289,粤、客家,2,2,1,1,粤、客家,multi_family
188290,粤、客家,2,2,1,1,粤、客家,multi_family
188292,粤、客家,2,2,1,1,粤、客家,multi_family
188294,粤、客家,2,2,1,1,粤、客家,multi_family
188295,粤、客家,2,2,1,1,粤、客家,multi_family
188297,粤、客家,2,2,1,1,粤、客家,multi_family
188300,客家、粤,2,2,20,3,"客家,粤,粤、客家",multi_family
188398,粤、客家,2,2,1,1,粤、客家,multi_family
188399,粤、客家,2,2,27,3,"粤,客家,粤、客家",multi_family
188403,粤、客家,2,2,1,1,粤、客家,multi_family
188405,粤、客家,2,2,2,1,粤、客家,multi_family
188409,粤、客家,2,2,1,1,粤、客家,multi_family
189360,粤、客家、闽,3,3,8,2,"粤、客家、闽,",multi_family | multi_component
189425,粤、客家,2,2,1,1,粤、客家,multi_family
189807,客家、闽,2,2,1,1,客家、闽,multi_family
189894,客家、闽,2,2,1,1,客家、闽,multi_family
189929,客家、闽,2,2,1,1,客家、闽,multi_family
189931,客家、闽,2,2,1,1,客家、闽,multi_family
189954,客家、闽,2,2,1,1,客家、闽,multi_family
190125,客家、闽,2,2,1,1,客家、闽,multi_family
190760,客家、闽,2,2,1,1,客家、闽,multi_family
190814,客家、闽,2,2,1,1,客家、闽,multi_family
190869,客家、闽,2,2,1,1,客家、闽,multi_family
191390,客家、闽,2,2,1,1,客家、闽,multi_family
191464,客家、闽,2,2,1,1,客家、闽,multi_family
191517,客家、闽,2,2,1,1,客家、闽,multi_family
191521,客家、闽,2,2,1,1,客家、闽,multi_family
191545,客家、闽,2,2,3,1,客家、闽,multi_family
191839,客家、闽·潮汕话,2,2,3,2,"客家、闽,闽·潮汕话",bare_and_detail_mixed_keep_as_is | multi_family
191858,客家、闽,2,2,1,1,客家、闽,multi_family
194132,客家、闽,2,2,1,1,客家、闽,multi_family
194133,客家、闽,2,2,1,1,客家、闽,multi_family
194373,闽、粤,2,2,2,2,"闽,粤、闽",multi_family
194454,闽、客家,2,2,12,3,"闽,客家,客家、闽",multi_family
194508,闽·福佬话、客家·仁化董塘话、客家·仁化塞麻话、客家·仁化长江话、粤、土话·仁化塞麻话、少数民族·瑶族方言,7,5,206,13,",闽·福佬话,闽,客家·仁化董塘话,客家,客家·仁化塞麻话,粤,客家·仁化长江话,土话·仁化塞麻话,粤、客家,少数民族·瑶族方言,客家·仁化董塘话、少数民族·瑶族方言,客家、闽",bare_and_detail_mixed_keep_as_is | multi_family | multi_component
194746,客家、闽,2,2,1,1,客家、闽,multi_family
194768,客家、闽,2,2,1,1,客家、闽,multi_family
194775,客家、闽,2,2,1,1,客家、闽,multi_family
194777,客家、闽,2,2,1,1,客家、闽,multi_family
194779,客家、闽,2,2,1,1,客家、闽,multi_family
194780,客家、闽,2,2,1,1,客家、闽,multi_family
194804,粤、客家,2,2,1,1,粤、客家,multi_family
194848,客家、闽,2,2,1,1,客家、闽,multi_family
195182,客家、闽,2,2,1,1,客家、闽,multi_family
195186,客家、闽,2,2,1,1,客家、闽,multi_family
195188,客家、闽,2,2,1,1,客家、闽,multi_family
195194,客家、闽,2,2,1,1,客家、闽,multi_family
195196,客家、闽,2,2,1,1,客家、闽,multi_family
195197,客家、闽,2,2,1,1,客家、闽,multi_family
195199,客家、闽,2,2,1,1,客家、闽,multi_family
195200,客家、闽,2,2,2,1,客家、闽,multi_family
195201,客家、闽,2,2,1,1,客家、闽,multi_family
195202,客家、闽,2,2,1,1,客家、闽,multi_family
195216,客家、闽,2,2,1,1,客家、闽,multi_family
195222,客家、闽,2,2,1,1,客家、闽,multi_family
195224,客家、闽,2,2,1,1,客家、闽,multi_family
195225,客家、闽,2,2,1,1,客家、闽,multi_family
195227,客家、闽,2,2,1,1,客家、闽,multi_family
195228,客家、闽,2,2,1,1,客家、闽,multi_family
195230,客家、闽,2,2,3,2,"客家,客家、闽",multi_family
195235,客家、闽,2,2,1,1,客家、闽,multi_family
195239,客家、闽,2,2,1,1,客家、闽,multi_family
195240,客家、闽,2,2,1,1,客家、闽,multi_family
195285,客家、闽,2,2,1,1,客家、闽,multi_family
195289,客家、闽,2,2,1,1,客家、闽,multi_family
195290,客家、闽,2,2,1,1,客家、闽,multi_family
195291,客家、闽,2,2,1,1,客家、闽,multi_family
195293,客家、闽,2,2,1,1,客家、闽,multi_family
195294,客家、闽,2,2,1,1,客家、闽,multi_family
195315,客家、闽,2,2,1,1,客家、闽,multi_family
195316,客家、闽,2,2,1,1,客家、闽,multi_family
195317,客家、闽,2,2,1,1,客家、闽,multi_family
195324,闽、客家,2,2,2,2,"闽,客家",multi_family
195332,客家、闽,2,2,2,2,"客家,闽",multi_family
195334,客家、闽,2,2,1,1,客家、闽,multi_family
195342,客家、闽,2,2,1,1,客家、闽,multi_family
195343,客家、闽,2,2,4,1,客家、闽,multi_family
195344,客家、闽,2,2,1,1,客家、闽,multi_family
195346,客家、闽,2,2,4,1,客家、闽,multi_family
195347,客家、闽,2,2,1,1,客家、闽,multi_family
195348,客家、闽,2,2,1,1,客家、闽,multi_family
195351,客家、闽,2,2,1,1,客家、闽,multi_family
195352,客家、闽,2,2,1,1,客家、闽,multi_family
195353,客家、闽,2,2,1,1,客家、闽,multi_family
195358,客家、闽,2,2,1,1,客家、闽,multi_family
195372,客家、闽,2,2,1,1,客家、闽,multi_family
195484,客家、闽,2,2,1,1,客家、闽,multi_family
195486,客家、闽,2,2,1,1,客家、闽,multi_family
195630,客家、闽,2,2,1,1,客家、闽,multi_family
195797,客家、闽,2,2,1,1,客家、闽,multi_family
195801,客家、闽,2,2,1,1,客家、闽,multi_family
195802,客家、闽,2,2,1,1,客家、闽,multi_family
195807,客家、闽,2,2,1,1,客家、闽,multi_family
195811,客家、闽,2,2,1,1,客家、闽,multi_family
196055,闽、客家,2,2,20,2,"闽,客家",multi_family
196306,客家、闽,2,2,1,1,客家、闽,multi_family
196416,客家、闽,2,2,1,1,客家、闽,multi_family
196458,粤、客家,2,2,1,1,粤、客家,multi_family
196477,客家、闽,2,2,1,1,客家、闽,multi_family
196478,客家、闽,2,2,1,1,客家、闽,multi_family
196479,客家、闽,2,2,2,1,客家、闽,multi_family
196480,客家、闽,2,2,1,1,客家、闽,multi_family
196524,客家、闽,2,2,1,1,客家、闽,multi_family
196528,客家、闽,2,2,1,1,客家、闽,multi_family
196532,客家、闽,2,2,1,1,客家、闽,multi_family
196554,客家、闽,2,2,1,1,客家、闽,multi_family
196635,客家、闽,2,2,1,1,客家、闽,multi_family
196949,客家、闽,2,2,1,1,客家、闽,multi_family
197202,客家、闽,2,2,5,2,"客家,闽",multi_family
198433,客家、闽,2,2,5,2,"客家、闽,客家",multi_family
198924,客家、闽,2,2,1,1,客家、闽,multi_family
200454,客家、闽·潮汕话,2,2,9,2,"客家,闽·潮汕话",bare_and_detail_mixed_keep_as_is | multi_family
200504,客家、土话,2,2,1,1,客家、土话,multi_family
200511,客家、土话,2,2,1,1,客家、土话,multi_family
200512,客家、土话,2,2,1,1,客家、土话,multi_family
200513,客家、土话,2,2,1,1,客家、土话,multi_family
200515,客家、土话,2,2,1,1,客家、土话,multi_family
200516,客家、土话,2,2,1,1,客家、土话,multi_family
200517,客家、土话,2,2,1,1,客家、土话,multi_family
200518,客家、土话,2,2,1,1,客家、土话,multi_family
200519,客家、土话,2,2,1,1,客家、土话,multi_family
200522,客家、土话,2,2,1,1,客家、土话,multi_family
200523,客家、土话,2,2,1,1,客家、土话,multi_family
200524,客家、土话,2,2,1,1,客家、土话,multi_family
200525,客家、土话,2,2,1,1,客家、土话,multi_family
200527,客家、土话,2,2,1,1,客家、土话,multi_family
200531,客家、土话,2,2,1,1,客家、土话,multi_family
200534,客家、土话,2,2,1,1,客家、土话,multi_family
200537,客家、土话,2,2,1,1,客家、土话,multi_family
200538,客家、土话,2,2,1,1,客家、土话,multi_family
200544,客家、土话,2,2,1,1,客家、土话,multi_family
200546,客家、土话,2,2,1,1,客家、土话,multi_family
200547,客家、土话,2,2,1,1,客家、土话,multi_family
200553,客家、土话,2,2,1,1,客家、土话,multi_family
200554,客家、土话,2,2,1,1,客家、土话,multi_family
200555,客家、土话,2,2,1,1,客家、土话,multi_family
200582,客家、土话,2,2,1,1,客家、土话,multi_family
200583,客家、土话,2,2,1,1,客家、土话,multi_family
200585,客家、土话,2,2,1,1,客家、土话,multi_family
200586,客家、土话,2,2,1,1,客家、土话,multi_family
200587,客家、土话,2,2,1,1,客家、土话,multi_family
200588,客家、土话,2,2,1,1,客家、土话,multi_family
200590,客家、土话,2,2,1,1,客家、土话,multi_family
200592,客家、土话,2,2,1,1,客家、土话,multi_family
200593,客家、土话,2,2,1,1,客家、土话,multi_family
200594,客家、土话,2,2,1,1,客家、土话,multi_family
200600,客家、土话,2,2,1,1,客家、土话,multi_family
200605,客家、土话,2,2,1,1,客家、土话,multi_family
200607,客家、土话,2,2,1,1,客家、土话,multi_family
200609,客家、土话,2,2,1,1,客家、土话,multi_family
200617,客家、土话,2,2,1,1,客家、土话,multi_family
200618,客家、土话,2,2,1,1,客家、土话,multi_family
200620,客家、土话,2,2,1,1,客家、土话,multi_family
200623,客家、土话,2,2,1,1,客家、土话,multi_family
200624,客家、土话,2,2,1,1,客家、土话,multi_family
200625,客家、土话,2,2,1,1,客家、土话,multi_family
200631,客家、土话,2,2,1,1,客家、土话,multi_family
200632,客家、土话,2,2,1,1,客家、土话,multi_family
200636,客家、土话,2,2,1,1,客家、土话,multi_family
200638,客家、土话,2,2,1,1,客家、土话,multi_family
200643,客家、土话,2,2,1,1,客家、土话,multi_family
200647,客家、土话,2,2,1,1,客家、土话,multi_family
200648,客家、土话,2,2,1,1,客家、土话,multi_family
200650,客家、土话,2,2,1,1,客家、土话,multi_family
200658,客家、土话,2,2,1,1,客家、土话,multi_family
200659,客家、土话,2,2,1,1,客家、土话,multi_family
200661,客家、土话,2,2,1,1,客家、土话,multi_family
200662,客家、土话,2,2,1,1,客家、土话,multi_family
200663,客家、土话,2,2,1,1,客家、土话,multi_family
201062,客家、土话,2,2,1,1,客家、土话,multi_family
201063,客家、土话,2,2,1,1,客家、土话,multi_family
201066,客家、土话,2,2,1,1,客家、土话,multi_family
201069,客家、土话,2,2,1,1,客家、土话,multi_family
201072,客家、土话,2,2,1,1,客家、土话,multi_family
201073,客家、土话,2,2,1,1,客家、土话,multi_family
201074,客家、土话,2,2,1,1,客家、土话,multi_family
201076,客家、土话,2,2,1,1,客家、土话,multi_family
201077,客家、土话,2,2,1,1,客家、土话,multi_family
201079,客家、土话,2,2,1,1,客家、土话,multi_family
201080,客家、土话,2,2,1,1,客家、土话,multi_family
201081,客家、土话,2,2,1,1,客家、土话,multi_family
201083,客家、土话,2,2,1,1,客家、土话,multi_family
201084,客家、土话,2,2,1,1,客家、土话,multi_family
201086,客家、土话,2,2,1,1,客家、土话,multi_family
201089,客家、土话,2,2,1,1,客家、土话,multi_family
201090,客家、土话,2,2,1,1,客家、土话,multi_family
201091,客家、土话,2,2,1,1,客家、土话,multi_family
201092,客家、土话,2,2,1,1,客家、土话,multi_family
201094,客家、土话,2,2,1,1,客家、土话,multi_family
201098,客家、土话,2,2,1,1,客家、土话,multi_family
201101,客家、土话,2,2,1,1,客家、土话,multi_family
201105,客家、土话,2,2,1,1,客家、土话,multi_family
201107,客家、土话,2,2,1,1,客家、土话,multi_family
201108,客家、土话,2,2,1,1,客家、土话,multi_family
201126,客家、土话,2,2,2,1,客家、土话,multi_family
201128,客家、土话,2,2,1,1,客家、土话,multi_family
201129,客家、土话,2,2,1,1,客家、土话,multi_family
201131,客家、土话,2,2,1,1,客家、土话,multi_family
201132,客家、土话,2,2,1,1,客家、土话,multi_family
201134,客家、土话,2,2,1,1,客家、土话,multi_family
201135,客家、土话,2,2,1,1,客家、土话,multi_family
201136,客家、土话,2,2,1,1,客家、土话,multi_family
201137,客家、土话,2,2,1,1,客家、土话,multi_family
201141,客家、土话,2,2,1,1,客家、土话,multi_family
201142,客家、土话,2,2,1,1,客家、土话,multi_family
201144,客家、土话,2,2,1,1,客家、土话,multi_family
201146,客家、土话,2,2,1,1,客家、土话,multi_family
201147,客家、土话,2,2,1,1,客家、土话,multi_family
201148,客家、土话,2,2,1,1,客家、土话,multi_family
201154,客家、土话,2,2,1,1,客家、土话,multi_family
201162,客家、土话,2,2,1,1,客家、土话,multi_family
201163,客家、土话,2,2,1,1,客家、土话,multi_family
201165,客家、土话,2,2,1,1,客家、土话,multi_family
201171,客家、土话,2,2,1,1,客家、土话,multi_family
201173,客家、土话,2,2,1,1,客家、土话,multi_family
201174,客家、土话,2,2,1,1,客家、土话,multi_family
201178,客家、土话,2,2,1,1,客家、土话,multi_family
201179,客家、土话,2,2,1,1,客家、土话,multi_family
201180,客家、土话,2,2,1,1,客家、土话,multi_family
201181,客家、土话,2,2,1,1,客家、土话,multi_family
201182,客家、土话,2,2,1,1,客家、土话,multi_family
201184,客家、土话,2,2,1,1,客家、土话,multi_family
201185,客家、土话,2,2,1,1,客家、土话,multi_family
201186,客家、土话,2,2,1,1,客家、土话,multi_family
201188,客家、土话,2,2,1,1,客家、土话,multi_family
202933,客家、土话,2,2,1,1,客家、土话,multi_family
202937,客家、土话,2,2,1,1,客家、土话,multi_family
202939,客家、土话,2,2,2,1,客家、土话,multi_family
202942,客家、土话,2,2,1,1,客家、土话,multi_family
202943,客家、土话,2,2,1,1,客家、土话,multi_family
202944,客家、土话,2,2,1,1,客家、土话,multi_family
202945,客家、土话,2,2,1,1,客家、土话,multi_family
202946,客家、土话,2,2,1,1,客家、土话,multi_family
202947,客家、土话,2,2,1,1,客家、土话,multi_family
202949,客家、土话,2,2,1,1,客家、土话,multi_family
202950,客家、土话,2,2,1,1,客家、土话,multi_family
202951,客家、土话,2,2,1,1,客家、土话,multi_family
202953,客家、土话·黄圃话,2,2,21,3,"客家、土话,客家,土话·黄圃话",bare_and_detail_mixed_keep_as_is | multi_family
202954,客家、土话,2,2,1,1,客家、土话,multi_family
202955,客家、土话,2,2,1,1,客家、土话,multi_family
202956,客家、土话,2,2,1,1,客家、土话,multi_family
202957,客家、土话,2,2,1,1,客家、土话,multi_family
202958,客家、土话,2,2,1,1,客家、土话,multi_family
202959,客家、土话,2,2,1,1,客家、土话,multi_family
202961,客家、土话,2,2,1,1,客家、土话,multi_family
202962,客家、土话,2,2,1,1,客家、土话,multi_family
202964,客家、土话,2,2,1,1,客家、土话,multi_family
202965,客家、土话,2,2,1,1,客家、土话,multi_family
202966,客家、土话,2,2,1,1,客家、土话,multi_family
202967,客家、土话,2,2,1,1,客家、土话,multi_family
202970,客家、土话,2,2,1,1,客家、土话,multi_family
202972,客家、土话,2,2,1,1,客家、土话,multi_family
202973,客家、土话,2,2,1,1,客家、土话,multi_family
202975,客家、土话,2,2,1,1,客家、土话,multi_family
202976,客家、土话,2,2,1,1,客家、土话,multi_family
202978,客家、土话,2,2,1,1,客家、土话,multi_family
202979,客家、土话,2,2,1,1,客家、土话,multi_family
202980,客家、土话,2,2,1,1,客家、土话,multi_family
202981,客家、土话,2,2,1,1,客家、土话,multi_family
202984,客家、土话,2,2,1,1,客家、土话,multi_family
202985,客家、土话,2,2,1,1,客家、土话,multi_family
202986,客家、土话,2,2,1,1,客家、土话,multi_family
202987,客家、土话,2,2,1,1,客家、土话,multi_family
202988,客家、土话,2,2,1,1,客家、土话,multi_family
202989,客家、土话,2,2,2,1,客家、土话,multi_family
202990,客家、土话,2,2,1,1,客家、土话,multi_family
202991,客家、土话,2,2,1,1,客家、土话,multi_family
202993,客家、土话,2,2,1,1,客家、土话,multi_family
202995,客家、土话,2,2,1,1,客家、土话,multi_family
202996,客家、土话,2,2,1,1,客家、土话,multi_family
202998,客家、土话,2,2,1,1,客家、土话,multi_family
202999,客家、土话,2,2,1,1,客家、土话,multi_family
203000,客家、土话,2,2,1,1,客家、土话,multi_family
203001,客家、土话,2,2,1,1,客家、土话,multi_family
203005,客家、土话,2,2,1,1,客家、土话,multi_family
203007,客家、土话,2,2,1,1,客家、土话,multi_family
203009,客家、土话,2,2,1,1,客家、土话,multi_family
203013,客家、土话,2,2,1,1,客家、土话,multi_family
203014,客家、土话,2,2,1,1,客家、土话,multi_family
203015,客家、土话,2,2,2,1,客家、土话,multi_family
203016,客家、土话,2,2,1,1,客家、土话,multi_family
203017,客家、土话,2,2,1,1,客家、土话,multi_family
203018,客家、土话,2,2,1,1,客家、土话,multi_family
203019,客家、土话,2,2,1,1,客家、土话,multi_family
203021,客家、土话,2,2,1,1,客家、土话,multi_family
203026,客家、土话,2,2,1,1,客家、土话,multi_family
203030,客家、土话,2,2,1,1,客家、土话,multi_family
203035,客家、土话,2,2,1,1,客家、土话,multi_family
203036,客家、土话,2,2,1,1,客家、土话,multi_family
203039,客家、土话,2,2,1,1,客家、土话,multi_family
203042,客家、土话,2,2,1,1,客家、土话,multi_family
203043,客家、土话,2,2,1,1,客家、土话,multi_family
203044,客家、土话,2,2,2,1,客家、土话,multi_family
203045,客家、土话,2,2,1,1,客家、土话,multi_family
203046,客家、土话,2,2,1,1,客家、土话,multi_family
203047,客家、土话,2,2,1,1,客家、土话,multi_family
203048,客家、土话,2,2,1,1,客家、土话,multi_family
203063,客家、土话,2,2,1,1,客家、土话,multi_family
203064,客家、土话,2,2,1,1,客家、土话,multi_family
203065,客家、土话,2,2,1,1,客家、土话,multi_family
203067,客家、土话,2,2,1,1,客家、土话,multi_family
203069,客家、土话,2,2,1,1,客家、土话,multi_family
203070,客家、土话,2,2,1,1,客家、土话,multi_family
203072,客家、土话,2,2,1,1,客家、土话,multi_family
203073,客家、土话,2,2,1,1,客家、土话,multi_family
203074,客家、土话,2,2,1,1,客家、土话,multi_family
203075,客家、土话,2,2,1,1,客家、土话,multi_family
203078,客家、土话,2,2,1,1,客家、土话,multi_family
204037,客家、官话,2,2,1,1,客家、官话,multi_family
205339,客家、官话,2,2,1,1,客家、官话,multi_family
205635,客家、官话,2,2,1,1,客家、官话,multi_family
205641,客家、官话,2,2,1,1,客家、官话,multi_family
205642,客家、官话,2,2,1,1,客家、官话,multi_family
207215,粤、客家、闽,3,3,1,1,粤、客家、闽,multi_family | multi_component
207229,粤、客家,2,2,1,1,粤、客家,multi_family
207238,粤、客家,2,2,1,1,粤、客家,multi_family
207348,客家、土话,2,2,1,1,客家、土话,multi_family
207980,客家、少数民族,2,2,1,1,客家、少数民族,multi_family
207982,客家、少数民族,2,2,1,1,客家、少数民族,multi_family
207983,客家、少数民族,2,2,1,1,客家、少数民族,multi_family
208060,客家、闽,2,2,1,1,客家、闽,multi_family
208067,客家、闽,2,2,1,1,客家、闽,multi_family
208068,客家、闽,2,2,1,1,客家、闽,multi_family
208073,客家、闽,2,2,2,2,"客家,客家、闽",multi_family
208513,粤、客家,2,2,1,1,粤、客家,multi_family
208514,粤、客家,2,2,1,1,粤、客家,multi_family
208516,粤、客家,2,2,1,1,粤、客家,multi_family
208517,粤、客家,2,2,1,1,粤、客家,multi_family
208520,粤、客家,2,2,1,1,粤、客家,multi_family
208521,粤、客家,2,2,1,1,粤、客家,multi_family
208523,粤、客家,2,2,1,1,粤、客家,multi_family
208524,粤、客家,2,2,1,1,粤、客家,multi_family
208526,粤、客家,2,2,1,1,粤、客家,multi_family
208527,粤、客家,2,2,1,1,粤、客家,multi_family
208528,粤、客家,2,2,1,1,粤、客家,multi_family
208529,粤、客家,2,2,2,1,粤、客家,multi_family
208531,粤、客家,2,2,1,1,粤、客家,multi_family
208532,粤、客家,2,2,1,1,粤、客家,multi_family
208565,粤、客家,2,2,1,1,粤、客家,multi_family
208583,粤、客家,2,2,1,1,粤、客家,multi_family
208807,客家、土话,2,2,1,1,客家、土话,multi_family
208810,客家、土话,2,2,1,1,客家、土话,multi_family
208817,客家、土话,2,2,1,1,客家、土话,multi_family
208818,客家、土话,2,2,1,1,客家、土话,multi_family
208820,客家、土话,2,2,1,1,客家、土话,multi_family
208825,客家、土话,2,2,1,1,客家、土话,multi_family
208827,客家、土话,2,2,1,1,客家、土话,multi_family
208878,粤、客家,2,2,1,1,粤、客家,multi_family
208891,粤、客家,2,2,1,1,粤、客家,multi_family
208897,粤、客家,2,2,1,1,粤、客家,multi_family
208899,粤、客家,2,2,1,1,粤、客家,multi_family
210037,客家·仁化塞麻话、客家·仁化董塘话、客家·仁化长江话、土话,4,2,342,6,"客家·仁化塞麻话,客家·仁化董塘话,客家·仁化长江话,客家,,客家、土话",bare_and_detail_mixed_keep_as_is | multi_family | multi_component
210597,客家、闽·连滩话、土话、粤·清远白话,4,4,105,6,"客家,客家、闽,客家、土话,闽·连滩话,粤,粤·清远白话",bare_and_detail_mixed_keep_as_is | multi_family | multi_component
210621,客家、闽,2,2,1,1,客家、闽,multi_family
210958,客家、粤,2,2,2,2,"客家,粤、客家",multi_family
210982,粤、客家,2,2,1,1,粤、客家,multi_family
210983,粤、客家,2,2,1,1,粤、客家,multi_family
211411,客家、少数民族,2,2,1,1,客家、少数民族,multi_family
211503,粤、闽,2,2,1,1,粤、闽,multi_family
211504,客家、闽,2,2,1,1,客家、闽,multi_family
211516,客家、少数民族·瑶语,2,2,2,2,"客家,少数民族·瑶语",bare_and_detail_mixed_keep_as_is | multi_family
211518,客家、少数民族·瑶语,2,2,2,2,"客家,少数民族·瑶语",bare_and_detail_mixed_keep_as_is | multi_family
211521,粤、客家,2,2,1,1,粤、客家,multi_family
211522,粤、客家,2,2,1,1,粤、客家,multi_family
211552,粤、客家,2,2,1,1,粤、客家,multi_family
211556,客家、粤、少数民族·瑶语,3,3,17,3,"客家,粤、客家,少数民族·瑶语",bare_and_detail_mixed_keep_as_is | multi_family | multi_component
211559,粤、客家,2,2,1,1,粤、客家,multi_family
211560,粤、客家、闽,3,3,1,1,粤、客家、闽,multi_family | multi_component
211561,粤、客家、闽,3,3,1,1,粤、客家、闽,multi_family | multi_component
211562,粤、客家,2,2,1,1,粤、客家,multi_family
211564,粤、客家,2,2,1,1,粤、客家,multi_family
211565,粤、客家,2,2,1,1,粤、客家,multi_family
211569,粤、客家,2,2,1,1,粤、客家,multi_family
211571,粤、客家,2,2,1,1,粤、客家,multi_family
211572,粤、客家,2,2,1,1,粤、客家,multi_family
211579,粤、客家,2,2,1,1,粤、客家,multi_family
211582,粤、客家,2,2,1,1,粤、客家,multi_family
211584,粤、客家、少数民族·瑶语,3,3,3,3,"粤、客家,客家,少数民族·瑶语",bare_and_detail_mixed_keep_as_is | multi_family | multi_component
211592,粤、客家,2,2,1,1,粤、客家,multi_family
211595,粤、客家,2,2,1,1,粤、客家,multi_family
211629,粤、客家,2,2,1,1,粤、客家,multi_family
211632,粤、客家、闽,3,3,1,1,粤、客家、闽,multi_family | multi_component
211633,粤、客家,2,2,1,1,粤、客家,multi_family
211634,粤、闽,2,2,1,1,粤、闽,multi_family
211877,粤、客家,2,2,1,1,粤、客家,multi_family
211878,粤、客家,2,2,1,1,粤、客家,multi_family
211886,粤、客家,2,2,1,1,粤、客家,multi_family
211889,粤、客家,2,2,1,1,粤、客家,multi_family
211890,粤、客家,2,2,1,1,粤、客家,multi_family
211892,粤、客家,2,2,1,1,粤、客家,multi_family
211897,粤、客家,2,2,2,1,粤、客家,multi_family
211899,粤、客家,2,2,1,1,粤、客家,multi_family
211900,粤、客家,2,2,1,1,粤、客家,multi_family
211912,粤、客家,2,2,1,1,粤、客家,multi_family
211913,粤、客家,2,2,1,1,粤、客家,multi_family
211971,客家、少数民族,2,2,1,1,客家、少数民族,multi_family
212062,粤、客家,2,2,1,1,粤、客家,multi_family
212177,客家、少数民族,2,2,2,2,"客家,客家、少数民族",multi_family
212205,客家、少数民族,2,2,3,2,"客家,客家、少数民族",multi_family
212207,客家、少数民族,2,2,1,1,客家、少数民族,multi_family
212209,客家、少数民族,2,2,1,1,客家、少数民族,multi_family
212221,客家、少数民族,2,2,1,1,客家、少数民族,multi_family
213493,客家、少数民族,2,2,1,1,客家、少数民族,multi_family
213494,客家、少数民族,2,2,1,1,客家、少数民族,multi_family
213496,客家、少数民族,2,2,1,1,客家、少数民族,multi_family
213498,客家、少数民族,2,2,1,1,客家、少数民族,multi_family
213709,客家·始兴话、少数民族·瑶语,2,2,1,1,客家·始兴话、少数民族·瑶语,multi_family
213711,客家·始兴话、客家·清化话、少数民族·瑶语,3,2,7,2,"客家·始兴话、少数民族·瑶语,客家·清化话",multi_family | multi_component
213816,客家·清化话、少数民族·瑶语,2,2,1,1,客家·清化话、少数民族·瑶语,multi_family
217072,粤、闽,2,2,1,1,粤、闽,multi_family
217073,粤、闽,2,2,1,1,粤、闽,multi_family
217080,客家、闽、粤,3,3,8,3,"客家,客家、闽,粤",multi_family | multi_component
217082,客家、土话·虱婆声、粤、闽,4,4,4,4,"客家、土话,粤、土话,土话·虱婆声,粤、闽",bare_and_detail_mixed_keep_as_is | multi_family | multi_component
217110,粤、闽,2,2,1,1,粤、闽,multi_family
217114,粤、土话,2,2,1,1,粤、土话,multi_family
217207,客家、土话,2,2,1,1,客家、土话,multi_family
217212,客家、土话,2,2,1,1,客家、土话,multi_family
217213,客家、土话,2,2,1,1,客家、土话,multi_family
217215,客家、土话,2,2,1,1,客家、土话,multi_family
217220,客家、土话,2,2,1,1,客家、土话,multi_family
218952,客家、粤、闽、土话·虱婆声,4,4,9,4,"客家,粤、闽,土话·虱婆声,粤、客家",bare_and_detail_mixed_keep_as_is | multi_family | multi_component
218985,闽、水上船民话,2,2,2,2,"水上船民话,闽",multi_family
218998,粤、客家、土话,3,3,1,1,粤、客家、土话,multi_family | multi_component
218999,粤、客家,2,2,1,1,粤、客家,multi_family
219000,粤、客家、土话,3,3,1,1,粤、客家、土话,multi_family | multi_component
219003,粤、客家,2,2,1,1,粤、客家,multi_family
219077,粤、客家,2,2,1,1,粤、客家,multi_family
219082,客家、土话,2,2,1,1,客家、土话,multi_family
219110,粤、客家,2,2,1,1,粤、客家,multi_family
219120,粤、客家,2,2,1,1,粤、客家,multi_family
219193,粤、客家,2,2,1,1,粤、客家,multi_family
219232,粤、客家,2,2,1,1,粤、客家,multi_family
219233,粤、客家,2,2,1,1,粤、客家,multi_family
219247,粤、客家,2,2,2,2,"粤,粤、客家",multi_family
219275,粤、客家,2,2,1,1,粤、客家,multi_family
220564,粤·阳江话、客家,2,2,6,2,"粤·阳江话,粤、客家",bare_and_detail_mixed_keep_as_is | multi_family
220891,粤、客家,2,2,1,1,粤、客家,multi_family
221994,粤、客家,2,2,1,1,粤、客家,multi_family
221995,粤·阳春白话、客家·涯话,2,2,1,1,粤·阳春白话、客家·涯话,multi_family
221999,粤、客家,2,2,1,1,粤、客家,multi_family
222001,粤、客家,2,2,1,1,粤、客家,multi_family
222002,粤、客家,2,2,1,1,粤、客家,multi_family
222008,粤、客家,2,2,1,1,粤、客家,multi_family
222011,粤、客家,2,2,1,1,粤、客家,multi_family
222013,粤、客家,2,2,1,1,粤、客家,multi_family
222015,粤·阳春白话、客家·涯话,2,2,1,1,粤·阳春白话、客家·涯话,multi_family
222016,粤·阳春白话、客家·涯话,2,2,1,1,粤·阳春白话、客家·涯话,multi_family
222017,粤·阳春白话、客家·涯话,2,2,1,1,粤·阳春白话、客家·涯话,multi_family
222022,粤、客家,2,2,1,1,粤、客家,multi_family
222023,粤·阳春白话、客家·涯话,2,2,1,1,粤·阳春白话、客家·涯话,multi_family
222028,粤·阳春白话、客家·涯话,2,2,1,1,粤·阳春白话、客家·涯话,multi_family
222029,粤·阳春白话、客家·涯话,2,2,1,1,粤·阳春白话、客家·涯话,multi_family
222030,粤、客家,2,2,1,1,粤、客家,multi_family
222031,粤、客家,2,2,1,1,粤、客家,multi_family
222033,粤、客家,2,2,1,1,粤、客家,multi_family
